f[Hz]	Sxx[m^2/Hz]
128	8.80143E-20
128.1	5.08463E-20
128.2	9.34816E-20
128.3	6.05419E-20
128.4	7.05432E-20
128.5	7.65078E-20
128.6	3.81022E-20
128.7	9.89661E-20
128.8	9.20436E-20
128.9	5.67257E-20
129	2.53553E-20
129.1	6.23492E-20
129.2	2.96181E-20
129.3	7.65619E-20
129.4	1.03532E-19
129.5	1.00974E-19
129.6	5.5076E-20
129.7	7.89498E-20
129.8	6.4005E-20
129.9	7.03886E-20
130	8.37934E-20
130.1	9.63352E-20
130.2	6.65991E-20
130.3	9.34176E-20
130.4	5.36964E-20
130.5	7.17085E-20
130.6	1.79962E-19
130.7	6.02389E-20
130.8	3.89154E-20
130.9	4.6331E-20
131	7.64195E-20
131.1	7.39759E-20
131.2	6.60429E-20
131.3	5.8633E-20
131.4	6.55193E-20
131.5	4.60446E-20
131.6	9.66851E-20
131.7	1.32553E-19
131.8	7.04253E-20
131.9	5.38523E-20
132	9.48423E-20
132.1	3.52578E-20
132.2	7.89266E-20
132.3	4.01552E-20
132.4	3.71994E-20
132.5	6.14064E-20
132.6	4.28865E-20
132.7	4.59966E-20
132.8	9.33389E-20
132.9	5.46865E-20
133	3.89584E-20
133.1	3.10309E-20
133.2	4.58179E-20
133.3	9.47789E-20
133.4	3.59892E-20
133.5	6.17187E-20
133.6	3.48484E-20
133.7	1.26512E-19
133.8	1.42125E-19
133.9	5.91786E-20
134	6.74978E-20
134.1	6.97382E-20
134.2	1.10311E-19
134.3	7.67219E-20
134.4	4.24326E-20
134.5	7.25073E-20
134.6	8.47835E-20
134.7	1.3163E-19
134.8	7.23961E-20
134.9	9.99771E-20
135	5.77378E-20
135.1	6.24491E-20
135.2	5.96163E-20
135.3	9.46183E-20
135.4	3.09728E-20
135.5	8.83889E-20
135.6	9.24594E-20
135.7	7.06559E-20
135.8	7.67891E-20
135.9	6.02518E-20
136	8.81387E-20
136.1	3.00982E-20
136.2	1.11367E-19
136.3	4.49902E-20
136.4	6.39523E-20
136.5	7.62226E-20
136.6	9.26038E-20
136.7	6.04101E-20
136.8	4.78914E-20
136.9	7.73102E-20
137	7.03576E-20
137.1	7.56984E-20
137.2	6.39104E-20
137.3	4.42806E-20
137.4	4.71774E-20
137.5	7.49295E-20
137.6	4.93948E-20
137.7	5.00472E-20
137.8	8.37326E-20
137.9	9.20007E-20
138	8.46285E-20
138.1	8.08317E-20
138.2	1.11062E-19
138.3	6.25846E-20
138.4	1.03124E-19
138.5	7.66697E-20
138.6	6.71309E-20
138.7	1.20549E-19
138.8	7.14962E-20
138.9	5.46314E-20
139	7.8932E-20
139.1	6.88644E-20
139.2	1.04853E-19
139.3	3.74611E-20
139.4	9.71401E-20
139.5	6.97755E-20
139.6	4.18411E-20
139.7	8.01851E-20
139.8	8.32963E-20
139.9	6.16969E-20
140	2.54582E-20
140.1	6.13384E-20
140.2	7.35284E-20
140.3	4.44079E-20
140.4	6.40596E-20
140.5	5.23833E-20
140.6	7.52394E-20
140.7	1.00454E-19
140.8	1.02197E-19
140.9	8.22683E-20
141	3.85253E-20
141.1	5.67598E-20
141.2	7.37063E-20
141.3	6.40357E-20
141.4	5.38543E-20
141.5	9.29794E-20
141.6	5.07986E-20
141.7	5.96545E-20
141.8	3.70788E-20
141.9	6.69596E-20
142	6.67607E-20
142.1	1.07778E-19
142.2	6.76146E-20
142.3	9.0853E-20
142.4	7.87364E-20
142.5	7.92783E-20
142.6	5.81401E-20
142.7	1.06536E-19
142.8	5.86064E-20
142.9	6.81065E-20
143	8.91088E-20
143.1	3.69604E-20
143.2	4.00413E-20
143.3	5.67422E-20
143.4	6.98702E-20
143.5	5.65536E-20
143.6	5.10506E-20
143.7	4.76026E-20
143.8	1.04355E-19
143.9	7.06245E-20
144	6.76031E-20
144.1	3.94076E-20
144.2	3.90111E-20
144.3	8.34497E-20
144.4	1.17487E-19
144.5	4.38317E-20
144.6	5.42196E-20
144.7	5.98399E-20
144.8	9.28007E-20
144.9	1.01783E-19
145	4.57874E-20
145.1	6.78973E-20
145.2	5.9663E-20
145.3	3.15552E-20
145.4	3.73944E-20
145.5	2.52748E-20
145.6	5.19936E-20
145.7	5.17723E-20
145.8	3.42312E-20
145.9	3.37755E-20
146	4.19839E-20
146.1	1.22006E-19
146.2	4.23573E-20
146.3	5.27785E-20
146.4	8.55621E-20
146.5	8.02445E-20
146.6	7.46102E-20
146.7	3.82975E-20
146.8	7.56353E-20
146.9	5.39457E-20
147	6.06992E-20
147.1	6.51688E-20
147.2	6.59615E-20
147.3	6.88927E-20
147.4	7.12246E-20
147.5	9.25193E-20
147.6	3.91863E-20
147.7	5.39424E-20
147.8	4.23033E-20
147.9	4.59856E-20
148	8.0243E-20
148.1	8.74757E-20
148.2	6.83151E-20
148.3	5.5985E-20
148.4	6.51266E-20
148.5	7.73962E-20
148.6	5.64135E-20
148.7	3.69807E-20
148.8	5.86564E-20
148.9	5.61961E-20
149	4.04922E-20
149.1	8.76454E-20
149.2	6.7202E-20
149.3	6.40923E-20
149.4	8.98863E-20
149.5	6.87973E-20
149.6	5.10002E-20
149.7	3.54594E-20
149.8	8.49117E-20
149.9	6.50442E-20
150	8.73608E-20
150.1	4.5982E-20
150.2	1.02362E-19
150.3	7.243E-20
150.4	1.00475E-19
150.5	4.62867E-20
150.6	4.22717E-20
150.7	5.10985E-20
150.8	7.45393E-20
150.9	6.74349E-20
151	3.49277E-20
151.1	3.17332E-20
151.2	6.138E-20
151.3	6.2193E-20
151.4	7.94672E-20
151.5	8.19377E-20
151.6	7.54768E-20
151.7	4.40243E-20
151.8	7.29996E-20
151.9	6.33547E-20
152	2.46666E-20
152.1	7.91589E-20
152.2	6.23659E-20
152.3	1.01601E-19
152.4	3.90073E-20
152.5	9.42628E-20
152.6	3.38059E-20
152.7	8.43588E-20
152.8	8.22692E-20
152.9	7.90852E-20
153	4.73976E-20
153.1	1.07485E-19
153.2	3.08254E-20
153.3	6.92048E-20
153.4	3.24273E-20
153.5	5.16983E-20
153.6	1.02248E-19
153.7	6.06164E-20
153.8	7.4212E-20
153.9	5.7924E-20
154	6.27942E-20
154.1	6.83376E-20
154.2	4.70579E-20
154.3	7.54356E-20
154.4	8.12242E-20
154.5	3.46047E-20
154.6	4.05058E-20
154.7	6.37558E-20
154.8	8.66159E-20
154.9	1.05178E-19
155	3.41627E-20
155.1	2.94922E-20
155.2	5.27793E-20
155.3	5.25895E-20
155.4	6.98633E-20
155.5	5.452E-20
155.6	8.9692E-20
155.7	7.64522E-20
155.8	8.24067E-20
155.9	1.19549E-19
156	1.17447E-19
156.1	3.65407E-20
156.2	6.50748E-20
156.3	9.41381E-20
156.4	6.23182E-20
156.5	1.3962E-19
156.6	4.83008E-20
156.7	2.94689E-20
156.8	1.51951E-19
156.9	6.76897E-20
157	4.75336E-20
157.1	8.20366E-20
157.2	8.10708E-20
157.3	9.14925E-20
157.4	6.85134E-20
157.5	5.61142E-20
157.6	6.24243E-20
157.7	8.51824E-20
157.8	9.23046E-20
157.9	7.21214E-20
158	8.07179E-20
158.1	6.21795E-20
158.2	4.19716E-20
158.3	8.04758E-20
158.4	9.60672E-20
158.5	3.44191E-20
158.6	2.92812E-20
158.7	4.33111E-20
158.8	7.19394E-20
158.9	4.56364E-20
159	7.66192E-20
159.1	6.04752E-20
159.2	1.30813E-19
159.3	5.40092E-20
159.4	1.22158E-19
159.5	6.25405E-20
159.6	1.3736E-19
159.7	4.30577E-20
159.8	9.60276E-20
159.9	4.55306E-20
160	7.81418E-20
160.1	4.78488E-20
160.2	3.60299E-20
160.3	6.00898E-20
160.4	6.22594E-20
160.5	5.67396E-20
160.6	4.53145E-20
160.7	6.39262E-20
160.8	6.65144E-20
160.9	5.21731E-20
161	5.35966E-20
161.1	8.02612E-20
161.2	8.68315E-20
161.3	9.09975E-20
161.4	9.38608E-20
161.5	1.76937E-19
161.6	7.25461E-20
161.7	2.52644E-20
161.8	5.46778E-20
161.9	7.86536E-20
162	8.43703E-20
162.1	5.01158E-20
162.2	7.45916E-20
162.3	3.49136E-20
162.4	3.65805E-20
162.5	1.04485E-19
162.6	5.03183E-20
162.7	6.80672E-20
162.8	5.89607E-20
162.9	5.68812E-20
163	8.08097E-20
163.1	4.61418E-20
163.2	7.31867E-20
163.3	7.11301E-20
163.4	6.81525E-20
163.5	7.7179E-20
163.6	7.95228E-20
163.7	5.89997E-20
163.8	4.56343E-20
163.9	3.54484E-20
164	5.90123E-20
164.1	5.00396E-20
164.2	8.28337E-20
164.3	9.29974E-20
164.4	7.9687E-20
164.5	1.31164E-19
164.6	5.89953E-20
164.7	1.12566E-19
164.8	7.10015E-20
164.9	3.64079E-20
165	8.24631E-20
165.1	4.59629E-20
165.2	7.13898E-20
165.3	5.99242E-20
165.4	5.01761E-20
165.5	1.05908E-19
165.6	4.68053E-20
165.7	5.79349E-20
165.8	4.63766E-20
165.9	5.42178E-20
166	6.16978E-20
166.1	4.6393E-20
166.2	9.54648E-20
166.3	4.64187E-20
166.4	4.06305E-20
166.5	1.19639E-19
166.6	9.70922E-20
166.7	6.00445E-20
166.8	7.71068E-20
166.9	5.79208E-20
167	6.52803E-20
167.1	3.47117E-20
167.2	3.94311E-20
167.3	1.10796E-19
167.4	9.6579E-20
167.5	6.65538E-20
167.6	8.2344E-20
167.7	7.42549E-20
167.8	6.09897E-20
167.9	1.04348E-19
168	5.31011E-20
168.1	7.10452E-20
168.2	4.17295E-20
168.3	4.81372E-20
168.4	5.16149E-20
168.5	1.15318E-19
168.6	5.60597E-20
168.7	6.18946E-20
168.8	5.33084E-20
168.9	9.58191E-20
169	1.15577E-19
169.1	5.40307E-20
169.2	4.82819E-20
169.3	6.93891E-20
169.4	1.01913E-19
169.5	2.98047E-20
169.6	4.32341E-20
169.7	8.07014E-20
169.8	6.58268E-20
169.9	9.51548E-20
170	1.02686E-19
170.1	5.48965E-20
170.2	6.27063E-20
170.3	8.82488E-20
170.4	5.31699E-20
170.5	7.91067E-20
170.6	1.05432E-19
170.7	5.38496E-20
170.8	3.59975E-20
170.9	5.51193E-20
171	4.39573E-20
171.1	4.48965E-20
171.2	8.97787E-20
171.3	5.847E-20
171.4	9.65215E-20
171.5	5.59368E-20
171.6	4.71687E-20
171.7	7.13444E-20
171.8	3.68724E-20
171.9	9.0645E-20
172	6.08836E-20
172.1	3.88234E-20
172.2	4.48456E-20
172.3	7.59294E-20
172.4	9.77199E-20
172.5	5.10283E-20
172.6	8.84975E-20
172.7	4.9018E-20
172.8	5.35718E-20
172.9	5.45784E-20
173	8.24285E-20
173.1	3.63357E-20
173.2	1.03227E-19
173.3	4.90352E-20
173.4	8.16827E-20
173.5	7.49294E-20
173.6	4.51692E-20
173.7	6.25702E-20
173.8	3.73853E-20
173.9	6.77308E-20
174	2.85819E-20
174.1	7.6967E-20
174.2	4.24668E-20
174.3	5.64334E-20
174.4	9.29614E-20
174.5	5.02355E-20
174.6	1.57506E-19
174.7	1.80377E-19
174.8	6.08236E-20
174.9	8.01535E-20
175	8.03058E-20
175.1	3.35683E-20
175.2	8.88892E-20
175.3	3.85969E-20
175.4	1.0572E-19
175.5	4.75128E-20
175.6	9.83149E-20
175.7	6.0261E-20
175.8	4.93716E-20
175.9	5.20814E-20
176	4.76912E-20
176.1	3.85941E-20
176.2	3.02154E-20
176.3	6.32877E-20
176.4	4.09435E-20
176.5	4.70053E-20
176.6	6.4827E-20
176.7	6.93252E-20
176.8	6.21931E-20
176.9	6.83991E-20
177	9.8764E-20
177.1	7.11111E-20
177.2	6.20842E-20
177.3	8.19247E-20
177.4	6.37168E-20
177.5	4.66565E-20
177.6	6.64723E-20
177.7	7.86774E-20
177.8	4.14752E-20
177.9	4.86219E-20
178	7.4152E-20
178.1	6.07207E-20
178.2	6.81889E-20
178.3	7.44722E-20
178.4	5.63298E-20
178.5	3.96816E-20
178.6	5.08698E-20
178.7	8.81146E-20
178.8	8.58936E-20
178.9	7.67014E-20
179	6.93273E-20
179.1	6.19909E-20
179.2	7.05757E-20
179.3	1.06964E-19
179.4	5.68789E-20
179.5	4.72304E-20
179.6	8.27994E-20
179.7	6.26178E-20
179.8	5.5805E-20
179.9	1.1863E-19
180	3.67685E-20
180.1	4.86836E-20
180.2	2.90002E-20
180.3	3.95917E-20
180.4	5.64041E-20
180.5	4.56297E-20
180.6	5.17227E-20
180.7	5.66064E-20
180.8	5.92878E-20
180.9	7.66084E-20
181	8.36357E-20
181.1	5.09279E-20
181.2	2.90903E-20
181.3	6.86349E-20
181.4	6.17939E-20
181.5	1.04755E-19
181.6	3.70062E-20
181.7	5.10368E-20
181.8	5.95848E-20
181.9	6.44526E-20
182	3.83456E-20
182.1	1.05251E-19
182.2	2.97497E-20
182.3	4.86469E-20
182.4	5.25213E-20
182.5	7.50887E-20
182.6	9.4083E-20
182.7	8.81543E-20
182.8	6.95552E-20
182.9	5.85845E-20
183	9.76733E-20
183.1	5.41481E-20
183.2	4.77076E-20
183.3	6.79784E-20
183.4	8.07004E-20
183.5	1.34148E-19
183.6	1.12048E-19
183.7	7.22659E-20
183.8	1.41308E-19
183.9	9.85696E-20
184	6.20393E-20
184.1	8.79524E-20
184.2	8.76526E-20
184.3	4.83896E-20
184.4	1.47283E-19
184.5	6.33746E-20
184.6	1.40972E-19
184.7	1.06249E-19
184.8	5.62268E-20
184.9	2.42756E-20
185	4.69341E-20
185.1	6.20833E-20
185.2	1.47702E-19
185.3	3.84372E-20
185.4	5.3545E-20
185.5	7.00921E-20
185.6	3.68826E-20
185.7	1.00759E-19
185.8	5.19155E-20
185.9	1.01589E-19
186	7.19425E-20
186.1	8.41674E-20
186.2	3.48002E-20
186.3	7.28461E-20
186.4	9.44912E-20
186.5	3.20354E-20
186.6	3.89858E-20
186.7	6.34641E-20
186.8	5.89438E-20
186.9	5.10638E-20
187	5.5516E-20
187.1	7.21942E-20
187.2	1.15092E-19
187.3	7.07367E-20
187.4	6.82905E-20
187.5	8.31827E-20
187.6	4.9973E-20
187.7	7.19466E-20
187.8	4.8392E-20
187.9	5.59462E-20
188	4.60087E-20
188.1	4.74862E-20
188.2	7.15815E-20
188.3	8.99215E-20
188.4	5.43378E-20
188.5	6.69368E-20
188.6	7.59318E-20
188.7	3.4699E-20
188.8	3.34323E-20
188.9	6.66344E-20
189	4.99593E-20
189.1	6.92956E-20
189.2	5.55767E-20
189.3	6.3757E-20
189.4	7.61826E-20
189.5	4.30418E-20
189.6	6.39283E-20
189.7	7.24068E-20
189.8	3.93347E-20
189.9	9.2604E-20
190	1.08193E-19
190.1	6.15718E-20
190.2	1.02806E-19
190.3	9.28688E-20
190.4	8.62976E-20
190.5	8.41419E-20
190.6	7.3458E-20
190.7	3.90127E-20
190.8	9.97108E-20
190.9	6.85189E-20
191	8.16022E-20
191.1	1.19453E-19
191.2	7.77758E-20
191.3	1.15414E-19
191.4	5.84721E-20
191.5	8.69318E-20
191.6	6.97005E-20
191.7	7.48502E-20
191.8	1.09302E-19
191.9	8.5376E-20
192	8.11723E-20
192.1	5.4235E-20
192.2	4.77867E-20
192.3	4.14377E-20
192.4	3.53477E-20
192.5	1.11273E-19
192.6	5.35556E-20
192.7	1.08489E-19
192.8	5.1298E-20
192.9	7.035E-20
193	5.42779E-20
193.1	8.74956E-20
193.2	4.77569E-20
193.3	4.56273E-20
193.4	6.17038E-20
193.5	6.16668E-20
193.6	1.02008E-19
193.7	6.62087E-20
193.8	3.98805E-20
193.9	1.4069E-19
194	6.47507E-20
194.1	6.32715E-20
194.2	4.04804E-20
194.3	5.72673E-20
194.4	4.69104E-20
194.5	9.02972E-20
194.6	7.66272E-20
194.7	5.9762E-20
194.8	6.38987E-20
194.9	1.16077E-19
195	6.91723E-20
195.1	6.75827E-20
195.2	7.21347E-20
195.3	4.98164E-20
195.4	9.82931E-20
195.5	1.0014E-19
195.6	1.12453E-19
195.7	7.53638E-20
195.8	1.10738E-19
195.9	8.69649E-20
196	5.76105E-20
196.1	3.0291E-20
196.2	6.28708E-20
196.3	9.73385E-20
196.4	2.04032E-19
196.5	1.00627E-19
196.6	8.42905E-20
196.7	9.38085E-20
196.8	3.41446E-20
196.9	1.08948E-19
197	9.74952E-20
197.1	6.92742E-20
197.2	6.99445E-20
197.3	1.17645E-19
197.4	8.31002E-20
197.5	7.56184E-20
197.6	6.72718E-20
197.7	4.55324E-20
197.8	1.27789E-19
197.9	4.68221E-20
198	8.19976E-20
198.1	3.13853E-20
198.2	1.30796E-19
198.3	5.70773E-20
198.4	4.75946E-20
198.5	1.0307E-19
198.6	4.73488E-20
198.7	1.42468E-19
198.8	8.22767E-20
198.9	7.75032E-20
199	7.82827E-20
199.1	3.61888E-20
199.2	9.33017E-20
199.3	2.2312E-20
199.4	8.05128E-20
199.5	7.94562E-20
199.6	1.24812E-19
199.7	5.8791E-20
199.8	1.2495E-19
199.9	7.32072E-20
200	1.06857E-19
200.1	7.98786E-20
200.2	6.21246E-20
200.3	7.00031E-20
200.4	7.4407E-20
200.5	2.10912E-19
200.6	1.93596E-19
200.7	1.0555E-19
200.8	1.25519E-19
200.9	7.56044E-20
201	1.11459E-19
201.1	7.57403E-20
201.2	1.23279E-19
201.3	1.12289E-19
201.4	1.2794E-19
201.5	9.72676E-20
201.6	8.68701E-20
201.7	7.34582E-20
201.8	1.29651E-19
201.9	9.58085E-20
202	9.6666E-20
202.1	1.0191E-19
202.2	8.40494E-20
202.3	6.9458E-20
202.4	6.09784E-20
202.5	6.93865E-20
202.6	1.27528E-19
202.7	1.11094E-19
202.8	1.0497E-19
202.9	1.24342E-19
203	1.25975E-19
203.1	1.1716E-19
203.2	6.80215E-20
203.3	9.29942E-20
203.4	9.65E-20
203.5	1.38309E-19
203.6	1.01422E-19
203.7	1.45662E-19
203.8	1.08048E-19
203.9	9.88133E-20
204	1.05015E-19
204.1	5.75969E-20
204.2	1.02274E-19
204.3	9.31035E-20
204.4	9.89552E-20
204.5	9.04985E-20
204.6	1.64527E-19
204.7	8.28244E-20
204.8	7.92955E-20
204.9	6.31907E-20
205	1.02807E-19
205.1	5.53978E-20
205.2	5.34453E-20
205.3	8.68158E-20
205.4	1.19571E-19
205.5	2.1285E-19
205.6	5.45445E-20
205.7	1.38396E-19
205.8	4.59799E-20
205.9	7.46825E-20
206	8.31108E-20
206.1	7.77479E-20
206.2	7.52852E-20
206.3	7.24858E-20
206.4	1.2164E-19
206.5	1.49188E-19
206.6	5.46563E-20
206.7	8.47382E-20
206.8	2.43778E-19
206.9	1.25584E-19
207	1.01409E-19
207.1	1.00013E-19
207.2	1.24335E-19
207.3	6.88511E-20
207.4	4.69778E-20
207.5	8.04349E-20
207.6	1.20481E-19
207.7	8.69855E-20
207.8	1.14138E-19
207.9	9.47432E-20
208	5.21855E-20
208.1	1.11788E-19
208.2	1.0438E-19
208.3	6.39867E-20
208.4	1.36044E-19
208.5	1.26865E-19
208.6	1.37519E-19
208.7	8.59809E-20
208.8	4.23273E-20
208.9	1.42169E-19
209	5.53807E-20
209.1	1.12779E-19
209.2	8.56644E-20
209.3	5.63951E-20
209.4	7.72143E-20
209.5	1.16206E-19
209.6	9.05444E-20
209.7	7.29464E-20
209.8	6.5051E-20
209.9	7.27788E-20
210	2.14073E-20
210.1	3.83029E-20
210.2	7.34352E-20
210.3	6.85681E-20
210.4	1.07938E-19
210.5	9.35468E-20
210.6	9.53915E-20
210.7	1.2739E-19
210.8	6.86453E-20
210.9	1.46399E-19
211	6.60836E-20
211.1	7.96738E-20
211.2	9.1057E-20
211.3	5.71978E-20
211.4	8.50354E-20
211.5	7.23371E-20
211.6	7.72609E-20
211.7	4.35828E-20
211.8	5.21944E-20
211.9	3.81455E-20
212	9.04617E-20
212.1	2.64197E-20
212.2	9.29976E-20
212.3	7.73961E-20
212.4	7.8439E-20
212.5	3.3829E-20
212.6	6.33363E-20
212.7	5.81069E-20
212.8	5.75586E-20
212.9	6.78507E-20
213	5.7116E-20
213.1	1.57796E-19
213.2	6.84457E-20
213.3	5.771E-20
213.4	8.94122E-20
213.5	9.27366E-20
213.6	8.22444E-20
213.7	6.46622E-20
213.8	8.08669E-20
213.9	1.01086E-19
214	2.79528E-20
214.1	3.7254E-20
214.2	6.84107E-20
214.3	5.79877E-20
214.4	6.65843E-20
214.5	6.81458E-20
214.6	7.65257E-20
214.7	6.04146E-20
214.8	2.59359E-20
214.9	9.64872E-20
215	1.19238E-19
215.1	3.70439E-20
215.2	4.98902E-20
215.3	6.70092E-20
215.4	5.10856E-20
215.5	1.23055E-19
215.6	1.04596E-19
215.7	7.54935E-20
215.8	6.75884E-20
215.9	5.44435E-20
216	6.6091E-20
216.1	3.91341E-20
216.2	6.10029E-20
216.3	3.80742E-20
216.4	1.87465E-19
216.5	1.91354E-19
216.6	7.51671E-20
216.7	8.78673E-20
216.8	1.26514E-19
216.9	8.77543E-20
217	7.87315E-20
217.1	5.59896E-20
217.2	8.72309E-20
217.3	7.26712E-20
217.4	5.31336E-20
217.5	1.42071E-19
217.6	4.918E-20
217.7	7.94311E-20
217.8	1.20651E-19
217.9	1.2122E-19
218	6.64453E-20
218.1	8.95088E-20
218.2	9.21228E-20
218.3	4.53982E-20
218.4	8.55739E-20
218.5	4.1629E-20
218.6	1.33351E-19
218.7	8.30476E-20
218.8	8.83015E-20
218.9	1.04673E-19
219	6.49448E-20
219.1	6.82158E-20
219.2	6.81752E-20
219.3	7.05277E-20
219.4	7.04767E-20
219.5	8.93947E-20
219.6	8.51833E-20
219.7	9.2842E-20
219.8	1.11269E-19
219.9	6.89019E-20
220	5.89392E-20
220.1	7.04793E-20
220.2	6.16235E-20
220.3	1.45938E-19
220.4	5.78218E-20
220.5	8.03527E-20
220.6	5.15654E-20
220.7	5.81923E-20
220.8	1.163E-19
220.9	9.65419E-20
221	9.7444E-20
221.1	7.50726E-20
221.2	7.5299E-20
221.3	8.85264E-20
221.4	5.97032E-20
221.5	3.85254E-20
221.6	6.56357E-20
221.7	1.0302E-19
221.8	5.42555E-20
221.9	5.33011E-20
222	2.99197E-20
222.1	7.23975E-20
222.2	8.48005E-20
222.3	6.00289E-20
222.4	1.15642E-19
222.5	5.94938E-20
222.6	7.30204E-20
222.7	3.45274E-20
222.8	7.1167E-20
222.9	6.97677E-20
223	5.47095E-20
223.1	6.62843E-20
223.2	2.3668E-20
223.3	8.53987E-20
223.4	1.04469E-19
223.5	6.661E-20
223.6	7.22753E-20
223.7	3.30254E-20
223.8	4.8703E-20
223.9	6.30029E-20
224	6.30395E-20
224.1	7.94726E-20
224.2	6.98279E-20
224.3	6.82078E-20
224.4	7.1062E-20
224.5	1.02837E-19
224.6	5.87001E-20
224.7	5.34437E-20
224.8	1.08087E-19
224.9	7.58724E-20
225	6.37669E-20
225.1	6.86425E-20
225.2	1.06565E-19
225.3	5.14759E-20
225.4	7.50132E-20
225.5	4.42628E-20
225.6	5.11553E-20
225.7	4.51405E-20
225.8	3.44046E-20
225.9	8.46436E-20
226	9.93678E-20
226.1	4.13431E-20
226.2	5.73837E-20
226.3	2.49295E-20
226.4	6.43881E-20
226.5	9.71977E-20
226.6	7.48033E-20
226.7	5.78728E-20
226.8	3.73626E-20
226.9	4.44503E-20
227	5.26374E-20
227.1	1.40054E-19
227.2	9.47872E-20
227.3	9.48533E-20
227.4	1.20494E-19
227.5	9.36297E-20
227.6	8.02432E-20
227.7	7.04198E-20
227.8	9.70274E-20
227.9	8.94176E-20
228	9.57713E-20
228.1	6.26351E-20
228.2	3.56533E-20
228.3	4.61189E-20
228.4	8.53181E-20
228.5	5.80814E-20
228.6	4.97273E-20
228.7	5.63489E-20
228.8	5.14227E-20
228.9	1.07151E-19
229	4.91417E-20
229.1	9.58679E-20
229.2	7.69364E-20
229.3	4.51221E-20
229.4	6.34819E-20
229.5	3.91323E-20
229.6	5.7277E-20
229.7	7.88411E-20
229.8	6.5578E-20
229.9	4.89195E-20
230	2.3624E-20
230.1	2.36246E-20
230.2	5.46878E-20
230.3	4.12545E-20
230.4	7.43559E-20
230.5	7.6488E-20
230.6	1.08305E-19
230.7	8.11877E-20
230.8	4.53778E-20
230.9	3.69022E-20
231	3.20602E-20
231.1	4.24337E-20
231.2	4.43959E-20
231.3	8.9777E-20
231.4	9.51157E-20
231.5	9.87853E-20
231.6	1.00855E-19
231.7	6.5297E-20
231.8	4.32392E-20
231.9	4.71289E-20
232	8.62759E-20
232.1	4.53942E-20
232.2	5.33694E-20
232.3	3.61309E-20
232.4	4.41034E-20
232.5	3.54492E-20
232.6	1.20292E-19
232.7	7.32061E-20
232.8	7.77696E-20
232.9	9.9473E-20
233	8.72876E-20
233.1	5.63437E-20
233.2	5.3605E-20
233.3	8.75761E-20
233.4	6.23955E-20
233.5	9.20355E-20
233.6	8.03688E-20
233.7	3.99767E-20
233.8	7.0301E-20
233.9	6.54453E-20
234	7.36544E-20
234.1	3.83287E-20
234.2	5.8782E-20
234.3	4.79135E-20
234.4	3.41826E-20
234.5	5.92283E-20
234.6	4.51012E-20
234.7	7.55545E-20
234.8	6.82277E-20
234.9	3.79385E-20
235	5.74129E-20
235.1	4.15696E-20
235.2	5.32589E-20
235.3	8.95595E-20
235.4	9.61342E-20
235.5	1.05876E-19
235.6	6.47567E-20
235.7	8.60432E-20
235.8	9.12826E-20
235.9	5.3481E-20
236	7.2993E-20
236.1	3.89856E-20
236.2	5.28439E-20
236.3	3.81E-20
236.4	8.10365E-20
236.5	6.8173E-20
236.6	5.18016E-20
236.7	1.01761E-19
236.8	7.38598E-20
236.9	5.07069E-20
237	5.31581E-20
237.1	4.86523E-20
237.2	6.53066E-20
237.3	7.71794E-20
237.4	6.04463E-20
237.5	7.26629E-20
237.6	9.18329E-20
237.7	6.117E-20
237.8	5.88645E-20
237.9	4.54703E-20
238	5.26297E-20
238.1	4.64918E-20
238.2	8.56048E-20
238.3	5.87057E-20
238.4	2.37646E-20
238.5	4.1425E-20
238.6	7.20556E-20
238.7	6.20566E-20
238.8	6.07093E-20
238.9	5.18172E-20
239	1.32785E-19
239.1	7.12139E-20
239.2	7.84958E-20
239.3	5.54527E-20
239.4	1.35677E-19
239.5	5.35613E-20
239.6	6.20383E-20
239.7	1.00759E-19
239.8	3.918E-20
239.9	8.56309E-20
240	5.14558E-20
240.1	6.08567E-20
240.2	8.11975E-20
240.3	6.3971E-20
240.4	1.37755E-19
240.5	8.6568E-20
240.6	6.98919E-20
240.7	8.02763E-20
240.8	8.39379E-20
240.9	7.85647E-20
241	5.05411E-20
241.1	9.20422E-20
241.2	1.04548E-19
241.3	8.85161E-20
241.4	6.00229E-20
241.5	6.01294E-20
241.6	3.9254E-20
241.7	3.58948E-20
241.8	6.51206E-20
241.9	9.54393E-20
242	1.01838E-19
242.1	9.50175E-20
242.2	6.23548E-20
242.3	7.0472E-20
242.4	1.43635E-19
242.5	6.06289E-20
242.6	7.58227E-20
242.7	1.29167E-19
242.8	6.82101E-20
242.9	2.98064E-20
243	6.77992E-20
243.1	8.59911E-20
243.2	4.60622E-20
243.3	7.48686E-20
243.4	8.49481E-20
243.5	7.90866E-20
243.6	4.93454E-20
243.7	8.27219E-20
243.8	8.26566E-20
243.9	4.41982E-20
244	9.47142E-20
244.1	5.33441E-20
244.2	5.55547E-20
244.3	3.17131E-20
244.4	6.33428E-20
244.5	9.35714E-20
244.6	4.95559E-20
244.7	5.95235E-20
244.8	9.01019E-20
244.9	5.40573E-20
245	2.14953E-20
245.1	4.19624E-20
245.2	1.03314E-19
245.3	5.45799E-20
245.4	6.93043E-20
245.5	5.39673E-20
245.6	1.11567E-19
245.7	9.7606E-20
245.8	4.47175E-20
245.9	2.72486E-20
246	3.27945E-20
246.1	6.80001E-20
246.2	6.57913E-20
246.3	5.29425E-20
246.4	9.10821E-20
